SF_Id,Agreement_Name,Field,Before,After,Source,Action,Timestamp
a0BWR0000083yCA2AY,AGR-0101,Status__c,Paused,Cancelled,ironclad_export_2026-06-12_184108_all (IC-145),PREVIEW,2026-06-12T11:47:13.706382
a0BWR0000083yWT2AY,AGR-1060,Status__c,Sign,Completed,ironclad_export_2026-06-12_184108_all (IC-648),PREVIEW,2026-06-12T11:47:13.706407
a0BWR0000083yWT2AY,AGR-1060,Signed_Date__c,2026-03-11,2026-06-10,ironclad_export_2026-06-12_184108_all (IC-648),PREVIEW,2026-06-12T11:47:13.706421
a0BWR0000083ya62AA,AGR-1285,Status__c,Completed,Completed,ironclad_export_2026-06-12_184108_all (IC-704),PREVIEW,2026-06-12T11:47:13.706432
a0BWR0000083ya62AA,AGR-1285,Signed_Date__c,2025-10-23,2025-10-27,ironclad_export_2026-06-12_184108_all (IC-704),PREVIEW,2026-06-12T11:47:13.706443
a0BWR0000083yaM2AQ,AGR-1301,Status__c,Completed,Completed,ironclad_export_2026-06-12_184108_all (IC-271),PREVIEW,2026-06-12T11:47:13.706453
a0BWR0000083yaM2AQ,AGR-1301,Signed_Date__c,2025-04-04,2025-06-26,ironclad_export_2026-06-12_184108_all (IC-271),PREVIEW,2026-06-12T11:47:13.706462
a0BWR000008WR262AG,AGR-1467,Status__c,Cancelled,Cancelled,ironclad_export_2026-06-12_184108_all (IC-2803),PREVIEW,2026-06-12T11:47:13.706472
a0BWR000008WR262AG,AGR-1467,Signed_Date__c,,2026-02-19,ironclad_export_2026-06-12_184108_all (IC-2803),PREVIEW,2026-06-12T11:47:13.706482
a0BWR000008WSar2AG,AGR-1458,Status__c,Cancelled,Cancelled,ironclad_export_2026-06-12_184108_all (IC-1703),PREVIEW,2026-06-12T11:47:13.706491
a0BWR000008WSar2AG,AGR-1458,Signed_Date__c,,2025-10-21,ironclad_export_2026-06-12_184108_all (IC-1703),PREVIEW,2026-06-12T11:47:13.706500
a0BWR000008WSe52AG,AGR-1460,Status__c,Cancelled,Cancelled,ironclad_export_2026-06-12_184108_all (IC-2826),PREVIEW,2026-06-12T11:47:13.706508
a0BWR000008WSe52AG,AGR-1460,Signed_Date__c,,2026-02-24,ironclad_export_2026-06-12_184108_all (IC-2826),PREVIEW,2026-06-12T11:47:13.706517
a0BWR000008WSkX2AW,AGR-1464,Status__c,Cancelled,Cancelled,ironclad_export_2026-06-12_184108_all (IC-2833),PREVIEW,2026-06-12T11:47:13.706525
a0BWR000008WSkX2AW,AGR-1464,Signed_Date__c,,2026-02-24,ironclad_export_2026-06-12_184108_all (IC-2833),PREVIEW,2026-06-12T11:47:13.706533
a0BWR000008v1KX2AY,AGR-1570,Status__c,Review,Cancelled,ironclad_export_2026-06-12_184108_all (IC-2986),PREVIEW,2026-06-12T11:47:13.706541
a0BWR0000090LGz2AM,AGR-1584,Status__c,Create,Completed,ironclad_export_2026-06-12_184108_all (IC-3903),PREVIEW,2026-06-12T11:47:13.706550
a0BWR0000090LGz2AM,AGR-1584,Signed_Date__c,,2026-06-12,ironclad_export_2026-06-12_184108_all (IC-3903),PREVIEW,2026-06-12T11:47:13.706559
