Action,SF_Id,Agreement_Name,IronClad_ID,IronClad_Record_Id,Conflict_Agreement,Source,Timestamp
UPDATE,a0BWR000008x13V2AQ,AGR-1574,IC-3898,a0HWR00000v79kH2AQ,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823878
UPDATE,a0BWR000008xBHO2A2,AGR-1580,IC-4001,a0HWR00000v79k82AA,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823900
UPDATE,a0BWR000008xBqr2AE,AGR-1575,IC-3900,a0HWR00000v79kC2AQ,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823911
UPDATE,a0BWR000008xCF32AM,AGR-1576,IC-3901,a0HWR00000v79kB2AQ,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823919
UPDATE,a0BWR000008xHD72AM,AGR-1577,IC-3902,a0HWR00000v79kD2AQ,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823927
UPDATE,a0BWR000008xHQ12AM,AGR-1578,IC-3904,a0HWR00000v79kA2AQ,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823934
UPDATE,a0BWR000008xKFp2AM,AGR-1579,IC-3905,a0HWR00000v79k92AA,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823941
UPDATE,a0BWR000008xKcP2AU,AGR-1581,IC-4002,a0HWR00000v79k72AA,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823948
UPDATE,a0BWR000008xKqv2AE,AGR-1582,IC-4003,a0HWR00000v79k62AA,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823955
CONFLICT,a0BWR000008AxqD2AS,AGR-1339,IC-671,a0HWR00000ng1sa2AA,a0BWR000008WSfh2AG,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823965
NO_PARENT,a0BWR0000083yY32AI,AGR-1158,IC-993,,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823976
NO_PARENT,a0BWR0000083yY52AI,AGR-1160,IC-1339,,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823984
NO_PARENT,a0BWR000008aBEr2AM,AGR-1547,IC-1523,,,link_orphan_ironclad_agreements.py,2026-05-26T08:56:00.823991
